ITS_ID,HOF_ID,Full_Name,Passoport Number,Visa Number,Passport Expiry Date,Date of Birth
40442646,40442646,Nadeemahmed bhai Saleh bhai Lotia,IF5NV8C6,RX7KJV7UZR,30/09/2029,30/08/2030
40442679,40442679,Shaikh Hashim bhai Abdulhusain bhai Dholkawala,TGWA6QDU,R6S270102O,05/01/2026,16/06/2034
40442674,40442679,Sakina bai Shaikh Hashim bhai Dholkawala,4PEQCJHU,YUDHEFDKFR,15/10/2033,11/12/2026
40442843,40442843,Taher bhai Saifuddin bhai Mandviwala,D9LGKH8V,9IOQD5V1CE,18/07/2034,05/05/2035
40459549,40442843,Rashida bai Taher bhai Mandviwala,326YIL4G,DG1Q8PG0EN,18/09/2034,15/05/2030
40905661,40442843,Husaina bai Taher bhai Mandviwala,QJYKVPBV,FEH4W0BT4T,23/04/2034,13/11/2025
40468060,40442843,Burhanuddin bhai Taher bhai Mandviwala,S0CNY7A5,N7KJ3I2N31,31/01/2028,06/04/2034
40214458,40442843,Muhammad bhai Taher bhai Mandviwala,ER2V6EHP,V7HDVCSJ0I,10/07/2025,15/01/2033
40444052,40444052,Burhanuddin bhai Zahidhusain bhai Ajmairwala,MPMZ1XUE,QEXKV00MWA,26/11/2033,01/04/2026
40494177,40444052,Fatema bai Burhanuddin bhai Ajmairwala,719JG7LV,OZ5U3FIDCQ,03/12/2027,29/04/2034
40913048,40444052,Husain bhai Burhanuddin bhai Ajmairwala,OKLDEE3M,OACA4MLMVE,06/12/2029,28/03/2032
50191356,40444052,Zahra bai Burhanuddin bhai Ajmairwala,M9ORS0YM,XE5V92C5TW,17/02/2031,17/05/2033
40172430,40444052,Jumana bai Burhanuddin bhai Ajmairwala,CPXSDTW4,SOP3VV4MBY,24/07/2024,08/11/2028
40190620,40444052,Jawhartus sharaf bai Burhanuddin bhai Ajmairwala,T5ZYZIB1,3NOWNMUDD6,22/09/2029,03/02/2032
40230413,40444052,Miqdad bhai Burhanuddin bhai Ajmairwala,PRJK8IXV,O1YY7746YW,03/06/2028,13/03/2030
40444762,40444763,Zainab bai Anwarali bhai Shakir,JXAQ9OFW,MLMBKKDSDO,12/03/2025,21/05/2032
40444763,40444763,Murtazaali bhai Anawarali bhai Shakir,CWU1LZPJ,9RU2Z0UY5M,25/03/2032,22/06/2030
40444764,40444763,Farida bai Murtazaali bhai Shakir,WB2UZPWJ,XLMDWZGSU7,29/04/2025,23/07/2026
40444767,40444763,Zainulabedeen bhai Murtazaali bhai Shakir,FJFAIFL5,GFYC1MH8FU,07/10/2033,19/10/2031
40480561,40444763,Tasneem bai Zainulabedeen bhai Shakir,N20DUS4N,DQKS9AZCYE,11/05/2031,07/07/2030
50203237,40444763,Burhanuddin bhai Zainulabedeen bhai Shakir,B016FK5V,0F0ZLMP24C,03/02/2030,06/07/2024
40202965,40444763,Amatullah bai Zainulabedeen bhai Shakir,75D5T7KL,JU9Z0STXSN,12/03/2035,18/03/2031
40446169,40446169,Husein bhai Amirali bhai Najmi,DWWMYS2T,RO3Q3UPE50,27/04/2025,25/10/2028
40480784,40446169,Habiba bai Husein bhai Najmi,M3VOM3QR,YX11CG1D4L,12/04/2029,14/01/2032
30115631,40446169,Zahabiyah bai Husein bhai Najmi,R3RMUXQR,UWTMAW2FG0,15/09/2031,01/09/2033
40160302,40446169,Mariam bai Husein bhai Najmi,GMW3EDN4,K2WVUXZ00Z,11/07/2032,09/02/2035
40190619,40446169,Mohammad bhai Husein bhai Najmi,L085W852,9TS4RXD18J,08/11/2034,02/10/2029
40446251,40446251,Abbas bhai Shabbir bhai Shajapurwala,AEX3UOLA,5J0P1GGLVC,29/06/2031,17/05/2032
40445651,40446251,Ummekulsum bai Abbas bhai Shajapurwala,FB6BWLX0,URROIGZH6J,12/09/2027,18/03/2026
40905643,40446251,Sakina bai Abbas bhai Shajapurwala,6H83ZBT9,JH2GRSND5Z,17/09/2025,17/03/2028
30151011,40446251,Batool bai Abbas bhai Shajapurwala,B1V7SK5E,5S2AUVNMZP,25/10/2031,25/10/2029
40446428,40446428,Rehana bai Shabbir bhai Rawalpindiwala,BTLLXDNE,YBS0B6SE00,30/10/2028,02/10/2032
40446429,40446428,Abbas bhai Shabbir bhai Rawalpindiwala,XD0EHVZ8,QUTHATMOW8,26/03/2034,09/07/2033
40453210,40453210,Asifali bhai Husainali bhai Rangoonwala,R8EUA7YP,GSHEKKN80I,26/11/2034,02/12/2030
40453211,40453210,Fatema bai Asifali bhai Rangoonwala,TJ7F5OUT,93VBX49D2S,11/07/2028,15/02/2030
40453482,40453482,Nasirhusain bhai Qasimhusain bhai Lakdawala,MZ1G6ZW3,2U5K6WXA4J,29/12/2034,07/09/2033
40453485,40453482,Tasneem bai Nasirhusain bhai Lakdawala,L6U1VZL6,SQOTGVZHNK,22/07/2032,31/10/2026
30916570,40453482,Maryam bai Nasirhusain bhai Lakdawala,LEMPU1K1,742LCRG3SZ,27/08/2032,17/12/2034
30916569,40453482,Ruqaiyah bai Nasirhusain bhai Lakdawala,4OSXQOTZ,S3V2SDYMWS,16/06/2028,11/06/2032
40202960,40453482,Lamiya bai Nasirhusain bhai Lakdawala,HDAJIZUG,FSDHWNV1Q0,25/12/2031,06/08/2028
40453662,40453662,Idris bhai Shaikh Aunali bhai Lakdawala,8PELV84D,3XH5Z1V36J,10/02/2025,05/03/2032
60459020,40453662,Safiyah bai Idris bhai Lakdawala,Q30H1T7V,2OAWL30IPF,11/08/2034,08/07/2035
40907268,40453662,Hatim bhai Idris bhai Lakdawala,PRS7XV5I,HI8MNG8XZV,14/06/2027,11/03/2031
50161861,40453662,Batool bai Idris bhai Lakdawala,XFXMIQRK,6MXCZHH3YA,10/05/2028,23/08/2031
40454397,40454397,Mulla Mustafa bhai Shaikh Mohammed bhai Ezzi,O6I9GOD5,M7VBKSH58D,10/06/2034,08/10/2031
40458137,40454397,Amatullah bai Mulla Mustafa bhai Ezzi,ET0KZDQT,BGDKVOK6CC,11/03/2026,15/04/2032
40220662,40454397,Ruqaiyah bai Mulla Mustafa bhai Ezzi,AMNE4TX5,5MVBBH13C8,11/08/2026,26/05/2028
40454544,40454544,Shaikh Muhammad bhai Ibrahim bhai Gathawala (Quettawala),D48WCACA,FLXGXA2G2U,20/10/2026,13/09/2033
40454547,40454544,Arwa bai Shaikh Muhammad bhai Gathawala (Quettawala),HFXKHF0H,51AG1YW5D6,02/11/2032,03/07/2034
40454548,40454544,Batool bai Shaikh Muhammad bhai Gathawala (Quettawala),J9VCV5AD,72KA40LOYH,06/12/2029,26/01/2028
50446072,40454544,Hawra bai Shaikh Muhammad bhai Gathawala (Quettawala),4BXU9QP3,RO5MZ848PS,23/08/2024,18/07/2028
50443545,40454544,Abbas bhai Shaikh Muhammad bhai Gathawala (Quettawala),9X7QPQ8D,HJSA5Q79ZZ,17/09/2033,15/06/2026
40173526,40454544,Zahra bai Shaikh Muhammad bhai Gathawala (Quettawala),97Y178GU,4YBHE5QVHI,09/11/2025,10/04/2025
40455216,40455216,Huseini bhai Imran bhai Godhrawala,LLFQ1EEC,H7G8CUYFWK,05/10/2029,06/11/2029
40455273,40455273,Taha bhai Abbasali bhai Furniturewala,W8705T10,YBX6SSF186,19/09/2024,21/08/2033
40454037,40455273,Sakina bai Taha bhai Furniturewala,T3O5XCQ2,XVO8G81OF2,26/12/2027,31/07/2031
40202434,40455273,Batool bai Taha bhai Furniturewala,0V87TZY1,RIFHI3BES5,02/06/2025,15/08/2028
40456723,40456723,Mohammed bhai Shaikh Qamruddin bhai Rassawala,8FOOIRMN,OD2FGRFSZR,12/02/2025,18/07/2029
40456762,40456762,Mustafa bhai Shaikh Quraish bhai Poonawala,WSDCQ8DY,E7P1BOJFGE,17/08/2024,20/06/2033
40457606,40457606,Adnan bhai Habib bhai Shakir,XL5D27BO,QF1G800RPF,08/05/2025,18/12/2029
40458150,40458150,Insiyah bai Zahid bhai Modi,6JSSOYUY,DNNI2Q6K0I,06/01/2034,03/06/2034
40458164,40458150,Ummekulsum bai Aliasghar bhai Udaipurwala,M11S66C2,32AMM4YPTO,19/06/2033,11/08/2034
30920787,40458150,Alifiya bai Aliasghar bhai Udaipurwala,AGVE10FS,0ZJBZE9W2Q,14/07/2032,24/04/2027
40458153,40458153,Aliasghar bhai Abdeali bhai Udaipurwala,7F04LC9W,A4TUOE8S43,01/04/2035,23/12/2025
40454729,40458153,Nisreen bai Aliasghar bhai Udaipurwala,7NVFO7KX,E1VK8C4DBQ,26/09/2027,11/08/2034
40458412,40458412,Rashida bai Shabbir bhai Kachwala,YTTAGM57,DIGEAV2UWU,06/07/2028,29/12/2028
40458761,40458761,Mulla Aliabbas bhai Asgarali bhai Mandsorewala,Y9TD1QH3,JDVZEY59FH,20/07/2033,30/12/2027
40458763,40458761,Asma bai Mulla Aliabbas bhai Mandsorewala,KZMAAMS5,IRHE2UUOID,18/06/2033,29/01/2029
40458769,40458761,Huzaifa bhai Mulla Aliabbas bhai Mandsorewala,S9AN28QL,9HLXFMVUZH,27/05/2033,12/09/2024
30903319,40458761,Zahabiyah bai Mulla Aliabbas bhai Mandsorewala,GNCBCBJQ,NR8R4STI5F,10/01/2025,22/05/2030
30903318,40458761,Mufaddal bhai Mulla Aliabbas bhai Mandsorewala,QXUNS9J9,2CID5R74Y0,02/12/2031,05/07/2030
40459376,40459376,Mulla Mustafa bhai Aliakbar bhai Mandsor wala,F9UAZDGX,G4RGMC00KS,05/03/2027,19/11/2034
40447308,40459376,Fatima bai Mulla Mustafa bhai Mandsor wala,BAHRI6KG,C2DKRWVS2S,23/03/2033,19/08/2034
40221265,40459376,Saeedulkhair bhai Mulla Mustafa bhai Mandsor wala,DX9RBRK8,0UHOJRVR5N,29/12/2027,16/07/2025
40461451,40461451,Aunali bhai Fazalehusain bhai Barwaniwala,7LY66716,H68Y35SXIV,03/11/2030,04/07/2024
40461452,40461451,Tahera bai Aunali bhai Barwaniwala,R8XURLGF,EJHJBNSBLI,05/01/2033,20/03/2034
40445619,40461451,Shabbir bhai Aunali bhai Barwaniwala,G28XYQB9,ZZ8CZ8TVC7,07/12/2025,10/08/2028
40462937,40462937,Aliasgar bhai Husain bhai Takhta wala,V7RGYQ05,771ZOUQL2R,06/01/2025,24/11/2027
40437764,40462937,Batool bai Aliasgar bhai Takhta wala,T1IJEAZ0,6H0RL3K7K3,20/01/2034,15/03/2031
40468572,40462937,Insiyah bai Aliasgar bhai Takhta wala,RMTY0FY7,9YPQ8D8T6S,14/09/2025,12/03/2035
40190656,40462937,Burhanuddin bhai Aliasgar bhai Takhta wala,GETN3AIH,H8Q1MKR42L,28/04/2026,14/11/2034
40190657,40462937,Husain bhai Aliasgar bhai Takhta wala,Y38EYZ7K,R35ZWKDD7G,01/06/2028,06/10/2031
40464418,40464418,Aziz bhai Husain bhai Vankanerwala,A0WAAIH3,7VL0QDR4RN,26/01/2031,21/12/2028
40488013,40464418,Khadija bai Aziz bhai Vankanerwala,Y25WOMT4,0ECY8Q97IZ,04/05/2026,30/12/2024
40913142,40464418,Husain bhai Aziz bhai Vankanerwala,MMPON3S3,SCJXRCHE0E,17/09/2029,14/09/2031
40160139,40464418,Burhanuddin bhai Aziz bhai Vankanerwala,1Y2DTEYA,2Q9TSIBV2Z,24/07/2031,24/07/2033
40464470,40464470,Burhanuddin bhai Masood bhai Ujjainwala,JOY8UUMJ,Y3S4FDHU7Z,10/06/2035,30/11/2033
40475484,40464470,Masuma bai Burhanuddin bhai Ujjainwala,EGHTIRMD,DXTX7JM31E,05/03/2027,05/11/2028
50171808,40464470,Adam bhai Burhanuddin bhai Ujjainwala,T3Z2E186,7VPMHF1L7R,21/06/2030,15/04/2035
40171059,40464470,Fatima bai Burhanuddin bhai Ujjainwala,N65ILET4,8THWHG02H1,10/11/2033,16/11/2032
40171065,40464470,Ruqaiyah bai Burhanuddin bhai Ujjainwala,LXU0EG57,PEWHD3L2AN,04/10/2033,12/01/2032
40471118,40471118,Mazhar bhai Shaikh Hasanali bhai Allibhoy,19WEWZFW,TAR7K4E8TK,26/09/2031,22/12/2034
40471121,40471118,Insiyah bai Mazhar bhai Allibhoy,CHM6944Z,MF79FKF7BR,07/02/2028,28/11/2026
50493014,40471118,Husain bhai Mazhar bhai Allibhoy,UXJNQQE2,8WRTBJJ5WU,11/11/2034,09/10/2026
50499399,40471118,Zahra bai Mazhar bhai Allibhoy,62T4TKKJ,2DKRN1ERIP,07/10/2024,15/10/2028
30154240,40471118,Taha bhai Mazhar bhai Allibhoy,PSNCW13N,5YG8SZ7T0V,08/01/2029,25/08/2026
40475264,40475262,Haseena bai Husaini bhai Ufone,5Y3WP1IZ,8KRHDJ2MWC,23/03/2032,03/05/2026
40475262,40475262,Husaini bhai Ishaq bhai Ufone,T2IF6GH8,5K29D3V41V,24/06/2035,27/09/2029
40475263,40475262,Ali Asgar bhai Husaini bhai Ufone,3ZSZQXR6,2G507JOE65,06/02/2025,18/03/2031
40476053,40476053,Tasneem bai Ibrahim bhai Kaka Sweets,NL1LR4K4,HI8HSMUGLH,14/03/2034,18/10/2030
40476055,40476053,Huzaifa bhai Ibrahim bhai Antaria,BIZKMDOY,WW854R8068,29/08/2033,15/12/2028
40476640,40476640,Mulla Husain bhai Shaikh Jafar bhai Babat,FKCJ627G,76TLMWM3UD,27/03/2027,19/09/2025
40461588,40476640,Rashida bai Mulla Husain bhai Babat,RNUZCHZQ,JZ92D7ER6U,22/10/2032,30/03/2030
50478622,40476640,Insiyah bai Mulla Husain bhai Babat,L8GYK4CQ,1A9H5K3FKE,24/08/2025,18/03/2026
40171066,40476640,Mufaddal bhai Mulla Husain bhai Babat,DOQJ7BNX,YCPIHI7PKO,05/07/2030,10/10/2026
40192968,40476640,Burhanuddin bhai Mulla Husain bhai Babat,J17VAI5A,PHTGB41CQR,10/06/2035,24/05/2026
40480015,40480015,Murtaza bhai Mulla Mustafa bhai Patanwala,MH4RY9DT,MI8EV9CTPH,05/10/2025,15/04/2030
40460838,40480015,Maryam bai Murtaza bhai Patanwala,ILAQY4KC,M2QH23E4A6,03/12/2025,20/09/2029
40913135,40480015,Shabbir bhai Murtaza bhai Patanwala,L6DMSVRH,7UYYMSBD8F,17/07/2035,24/01/2031
40171335,40480015,Amatullah bai Murtaza bhai Patanwala,KU56VAMG,H2Z0IBADYF,14/06/2029,21/07/2035
40480266,40480266,Juzer bhai Yusuf bhai Zariwala,OJO1FXQH,W05HS4L4O5,17/03/2034,05/10/2032
40480716,40480716,Mulla Husain bhai Asgarali bhai Dabbawala,RZBZNDUG,Y2HG3PA5A9,04/07/2034,29/03/2028
40430727,40480716,Sakina bai Mulla Husain bhai Dabbawala,LX2DR6OX,67QULACQN9,17/08/2025,14/05/2033
40480882,40480882,Mansoor bhai Mulla Saifuddin bhai Mandviwala,WRIBSIF8,PWH0JSM3ZU,31/03/2032,04/12/2028
40480425,40480882,Shehrebanu bai Mansoor bhai Mandviwala,W9N6FBPB,G8VNTQWHFW,29/08/2025,25/02/2035
40194533,40480882,Hussaina bai Mansoor bhai Mandviwala,JLZ1XZ95,7FWY8RPT2N,02/04/2029,27/01/2025
40230411,40480882,Fatema bai Mansoor bhai Mandviwala,B5HMF4T9,45GKBV0230,01/04/2035,19/05/2029
40481129,40481129,Aunali bhai Shaikh Hatim bhai Joherglass,59FY4RNE,U2KG7NC6S6,04/10/2027,23/03/2032
40481556,40481129,Batul bai Aunali bhai Joherglass,FMSDDTLH,45D8AS75D5,13/03/2029,15/12/2032
40481955,40481129,Husain bhai Aunali bhai Joherglass,NC1E9K2I,J8WW17N6PX,06/11/2030,29/06/2026
40481956,40481129,Mustafa bhai Aunali bhai Joherglass,EJG5A2C2,BCAHZKJHPJ,13/12/2027,19/02/2030
40468847,40481129,Sakina bai Aunali bhai Joherglass,69FGE2OA,958A0RCB63,25/03/2028,12/03/2025
40171057,40481129,Yousuf bhai Aunali bhai Joherglass,AXNX6WR7,O51NXMYY10,04/08/2025,20/05/2025
40481526,40481526,Irfana bai Aqeel bhai Murad,07JKS9RZ,WHH63QCN0Y,14/12/2029,10/12/2026
50232940,40481526,Khadija bai Yunus bhai Murad,NLFREJAX,CI5A1UXSLQ,26/02/2033,05/05/2035
40481527,40481526,Yunus bhai Aqeel bhai Murad,CB7EKGW0,UW1P3JZ47I,17/05/2028,02/03/2026
40481528,40481526,Shabbir bhai Aqeel bhai Murad,P0CQ9KEQ,G57MKUJE4B,10/10/2024,11/08/2028
40485309,40485309,Nafisa bai Mustafa bhai Rajbhoy,90UZWHML,K8ZXUOM53G,11/02/2028,18/09/2029
50493085,40485309,Lubaina bai Mustafa bhai Rajbhoy,ZCBRKBN0,Z2EA2VUKK1,26/11/2030,29/06/2030
40485414,40485414,Abidhusain bhai Abdulhusain bhai Poonawala,MAF0M5OU,P1XG5GIW9Y,24/09/2030,15/11/2025
40488849,40485414,Lubaina bai Abidhusain bhai Poonawala,T99WSWEO,3RW54PUDCN,02/04/2027,10/02/2029
50212012,40485414,Daniyal bhai Abidhusain bhai Poonawala,VS4UFAWX,Y6JAH3NF4A,16/06/2025,09/01/2032
50202169,40485414,Shabnam bai Abidhusain bhai Poonawala,TKJPBI9K,RHHOW0TEC3,06/06/2029,05/08/2030
50212013,40485414,Kausar bai Abidhusain bhai Poonawala,45AKAJNE,GB8UTRUAQF,25/09/2024,19/06/2033
40485976,40485976,Aliasgar bhai Moiz bhai Lokhandwala,RMSW8E83,Y06ZTKX9GT,04/09/2026,31/01/2032
40487501,40487501,Murtaza bhai Shaikh Zakir bhai Majevdiwala,FUDPLHAY,LKWHLHB13J,25/03/2033,28/03/2031
40487356,40487501,Mariyah bai Murtaza bhai Majevdiwala,Y55S2UYF,4SRSGB7HIQ,10/03/2026,09/04/2027
50446051,40487501,Adam bhai Murtaza bhai Majevdiwala,ADRDIB3T,O68RK65SDC,11/05/2028,02/03/2033
50488837,40487501,Taher bhai Murtaza bhai Majevdiwala,4PPWJXLI,KBEXUQLI2F,09/07/2032,05/12/2027
40488680,40488680,Mufaddal bhai Shabbir bhai Chinikamwala,JD3IKSTR,6WRWXYYBEQ,27/03/2029,14/04/2032
40438791,40488680,Lubaina bai Mufaddal bhai Chinikamwala,JSRAWKFU,04FLOYQ63D,14/03/2035,28/03/2025
50170396,40488680,Umama bai Mufaddal bhai Chinikamwala,B2YDEI7G,3V1D1K37SX,26/04/2028,12/09/2025
50170395,40488680,Khadija bai Mufaddal bhai Chinikamwala,MQ031KI8,7XV8S25NA2,26/12/2034,19/09/2034
50170457,40488680,Insiyah bai Mufaddal bhai Chinikamwala,10HHD3U4,HXXE49YFN6,05/02/2031,18/04/2033
30116420,40488680,Amatullah bai Mufaddal bhai Chinikamwala,MN6SBCHA,P00K7YXG7X,27/08/2032,12/04/2031
40494301,40494301,Huzaifa bhai Abdeali bhai Ahmedabad wala,7S1JY4Z5,ZXQRXBDH6A,29/02/2032,21/09/2034
40444053,40494301,Munira bai Huzaifa bhai Ahmedabad wala,L71ILVSX,J0B55VYVK8,16/08/2034,29/05/2031
40494130,40494301,Ummesalma bai Huzaifa bhai Ahmedabad wala,ANRQPWLC,GEBGPPVHFD,08/07/2027,14/06/2034
40492184,40494301,Zainab bai Huzaifa bhai Ahmedabad wala,EK4IDGCM,RCAIFP5Z4Q,02/05/2026,02/10/2029
40492185,40494301,Yaqoota bai Huzaifa bhai Ahmedabad wala,834RVAXD,RGQAFZKUB4,27/06/2028,20/06/2033
40171769,40494301,Zahra bai Huzaifa bhai Ahmedabad wala,1HZRB5A3,OK2NMQNJQ7,28/05/2027,16/12/2028
40496762,40496077,Rashida bai Shabbir bhai Shakir,VJ9NXY90,KMBDWM72AJ,28/11/2031,05/01/2027
40496077,40496077,Abbas bhai Shabbir bhai Shakir,LDOGKQN6,XD7L67N0CK,09/02/2026,27/05/2032
40455129,40496077,Asgar bhai Shabbir bhai Shakir,NN8VJFZW,EYALS1BJL3,15/12/2033,11/03/2028
40445165,40496077,Mufaddal bhai Shabbir bhai Shakir,Z16XWA32,GKOLOCWKAJ,28/10/2033,22/12/2025
40492731,40496077,Ruqaiya bai Abbas bhai Shakir,5GBMBL61,D2YQF32F0C,08/07/2035,19/09/2030
40223805,40496077,Hussaina bai Abbas bhai Shakir,PWTEN37R,UYTJINC4JB,29/12/2032,04/07/2032
40496563,40496564,Shehnaz bai Zainuddin bhai Palanpurwala,S1T9BPM5,7XJFPJ890X,09/07/2033,08/02/2031
40496564,40496564,Mustafa bhai Zainuddin bhai Palanpurwala,QK1F1HSE,3UXYVVNP2T,15/07/2028,06/12/2027
40475087,40496564,Saima bai Mustafa bhai Palanpurwala,XMEFRTB1,YK3B9H99WC,19/06/2031,04/09/2032
40904360,40496564,Maryam bai Mustafa bhai Palanpurwala,EFSU4HD7,68G4K9BRXS,31/12/2025,09/04/2026
40910181,40496564,Batool bai Mustafa bhai Palanpurwala,40P6BBAS,U4U978R3F2,27/06/2025,13/06/2033
40172435,40496564,Zahra bai Mustafa bhai Palanpurwala,R0CM0RAK,HAI9W1UOUS,02/03/2025,01/06/2027
40496787,40496787,Adnan bhai Fakhruddin bhai Mundrawala,48RO9EAH,UYZNNXSY07,01/04/2034,06/12/2029
40496332,40496787,Tasneem bai Adnan bhai Mundrawala,NH4QNMNN,EUPGK44SAS,03/01/2025,26/05/2032
40496321,40496787,Fatema bai Adnan bhai Mundrawala,IOCBDX03,JQ7APX7C1C,11/08/2032,14/06/2033
40454717,40496787,Asma bai Adnan bhai Mundrawala,2OKY242Q,XIXB4RHDU3,18/12/2033,11/02/2032
50443147,40496787,Hassan bhai Adnan bhai Mundrawala,EO5FFVTK,UWKWQ1Z8YS,14/01/2026,13/06/2033
40496951,40496951,Moiz bhai Aliasgar bhai Zariwala,7HEFHMDE,BBJAQO0OR0,03/04/2033,03/12/2024
40494349,40496951,Arwa bai Moiz bhai Zariwala,CENJLDRI,D9PWDAVF9I,18/10/2034,30/08/2030
30918761,40496951,Ummekulsum bai Moiz bhai Zariwala,BP8X6S3G,EG4NMTVQ25,18/07/2025,22/09/2024
40497013,40497013,Shabbir bhai Mulla Qaimali bhai Naeem,56O5CXUL,NT5UDMWZ0T,23/12/2028,10/08/2031
40497018,40497013,Sakina bai Shabbir bhai Naeem,4H137XX4,JRT7GQGV8Q,04/12/2026,19/11/2033
40491785,40497013,Yusuf bhai Shabbir bhai Naeem,26IOED6G,IOM1Y2CF42,03/05/2029,10/08/2027
40491718,40497013,Ruqaiyah bai Yusuf bhai Naeem,QIDZYYE6,87DALFF2FW,13/10/2028,13/01/2026
40491783,40497013,Mustafa bhai Shabbir bhai Naeem,CBUQWQX8,IZ3PJ23CV5,28/06/2034,19/06/2030
40160215,40497013,Rashida bai Shabbir bhai Naeem,MICU5RCW,QL0VCTWZIE,16/12/2029,11/02/2027
40223813,40497013,Jamila bai Yusuf bhai Naeem,SDT6SO5K,OMTWSWA6BP,21/11/2032,05/02/2025
50161808,50161808,Ibrahim bhai Shabbirhusain bhai Luckywala,2DUQ81NL,EWG3EAMCS0,19/11/2026,04/10/2025
40437762,50161808,Insiyah bai Ibrahim bhai Luckywala,F0DD9UPE,IWE8WEB2ZI,14/12/2025,13/11/2033
50231411,50161808,Mohammad bhai Ibrahim bhai Luckywala,L0AODXXV,IE70HS5OBV,01/06/2030,22/01/2027
50424303,50424303,Mulla Khuzema bhai Mulla Aashiqali bhai Tayyabi,AI0ATO8H,68TL5WCTCQ,09/02/2027,17/01/2033
50424306,50424303,Fatema bai Mulla Khuzema bhai Tayyabi,SZBVEFZQ,JHDDQHFVUL,17/10/2028,25/12/2030
50424305,50424303,Ali bhai Mulla Khuzaima bhai Tayabi,3P4YEPVQ,S0WQXEEDFF,07/03/2035,27/12/2024
50424307,50424303,Danyal bhai Mulla Khuzaima bhai Tayabi,0L8O18FQ,V2NGEFJM6H,27/09/2031,30/07/2030
60462296,50424303,Radia bai Ali bhai Tayabi,BMAV5Z8A,L9SB2LX75I,12/06/2030,07/10/2031
50424355,50424355,Yusuf bhai Shaikh Juzer bhai Rangwala,37I6B2QU,ZDVMLXLA8C,13/07/2024,26/07/2032
50487737,50424355,Farida bai Yusuf bhai Rangwala,BIFLN1WO,N1UHBKDP43,24/12/2028,07/05/2025
60459158,50424355,Burhanuddin bhai Yusuf bhai Rangwala,D1ALPPVQ,J87LFP1F4E,12/11/2034,14/01/2027
40914057,50424355,Mohammed bhai Yusuf bhai Rangwala,V1JU500U,ID2ZKSFWJA,05/08/2025,10/11/2027
40160370,50424355,Taha bhai Yusuf bhai Rangwala,DPQBWGAQ,FYCT9ON6ZI,01/06/2029,13/06/2029
50438283,50438283,Abdulqadir bhai Iqbalhusain bhai Bhaijeeewala,4YNESBLR,35UISILAYN,14/07/2024,21/09/2028
40417857,50438283,Ummekulsum bai Abdulqadir bhai Bhaijeeewala,FGQ30R5B,8HLVYTELOB,07/02/2029,14/02/2030
40171954,50438283,Jamila bai Abdulqadir bhai Bhaijeeewala,3YHETMYR,GZMLGUWV8H,20/09/2034,04/09/2024
20366433,50443110,Husain bhai Akberali bhai sidhpurwala,2GM5F0HU,8VD5CCQESZ,01/12/2030,18/04/2026
50443110,50443110,Tasneem bai Mohammedabbas bhai Sidhpurewala,IAXP436G,3LAX9JV3QY,11/02/2035,25/06/2033
50221289,50443110,Amena bai Mohammedabbas bhai Sidhpurewala,R96HRF5O,NMK6Y0Q7PL,08/09/2024,22/07/2028
50446041,50446041,Shamoil bhai Mulla Murtaza bhai Hussaini,MWSUUPCG,L40NWEX2OC,02/01/2032,14/12/2033
50456697,50456697,Insiyah bai Zainuddin bhai Halai,JNFSLVDU,JYLDH6HW2G,03/01/2031,08/08/2030
50456698,50456697,Aliabbas bhai Zainuddin bhai Halai,PXS6HZFU,COAPKUCXCC,27/05/2033,21/01/2034
60441295,50456697,Hunaid bhai Zainuddin bhai Halai,USZOQB9Y,WY3ED5O8L9,30/09/2024,08/09/2025
40481865,50456697,Sakina bai Aliabbas bhai Halai,BCINUTY2,7BR612KV37,02/06/2033,14/09/2032
40452882,50456697,Zainab bai Hunaid bhai Halai,NJ4PS22C,7ZRLADK74J,27/07/2026,20/03/2034
40910176,50456697,Burhanuddin bhai Aliabbas bhai Halai,2N8ZTMMS,TNJ8GX50NW,19/11/2030,23/07/2027
30142402,50456697,Mohammed bhai Aliabbas bhai Halai,CCNVHSZR,QSY11W92IC,07/09/2025,14/07/2034
40171050,50456697,Insiyah bai Aliabbas bhai Halai,0XBYOX9F,HABTFPV1OI,24/11/2024,28/11/2030
40171056,50456697,Burhanuddin bhai Hunaid bhai Halai,Y47ZAREF,756USX46I1,01/03/2026,18/03/2029
50230888,50456697,Fatema bai Hunaid bhai Halai,KJSJTOA6,K5U39IBJA3,18/08/2027,22/02/2029
50493050,50493050,Murtaza bhai Saifuddin bhai Dhanera wala,JJK65BBQ,WK35HP6Y94,04/10/2027,01/03/2029
40480626,50493050,Fatema bai Murtaza bhai Dhanera wala,WYHGXKTI,RDS5MKF3HX,15/05/2034,09/07/2030
50493049,50493050,Qasim bhai Murtaza bhai Dhanera wala,2295W35B,QBPUDMKXDE,05/03/2035,24/10/2031
50161750,50493050,Zahra bai Murtaza bhai Dhanera wala,00W6BAUS,FONGOYCR8P,13/03/2025,18/06/2033
50499349,50499306,Batool bai Hamza bhai Aflatoon,TNCLWZ84,PP92FCSRAA,27/09/2025,03/03/2033
50499306,50499306,Hamza bhai Zulfiqar Ali bhai Aflatoon,BWHN3JEK,6OLHOPIZX5,13/11/2027,07/11/2024
50162678,50499306,Hur bhai Hamza bhai Aflatoon,H5VIY7HS,ZZHEC25ADN,30/11/2034,21/07/2033
50192642,50499306,Alihamza bhai Hamza bhai Aflatoon,X265QBZ6,IXHLJLA7XJ,08/07/2030,07/12/2027
